Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Date_month,Date_day
4,5.2,18.6,0.0,8.6,4.2,15.0,37.0,2.0,0.0,19.0,28.0,54.0,35.0,1017.6,1015.1,6.0,5.0,11.4,18.2,0,0,8,22
4,9.7,21.3,0.0,4.4,9.1,15.0,37.0,7.0,0.0,19.0,19.0,55.0,34.0,1017.6,1015.1,7.0,7.0,13.5,18.9,0,0,8,23
4,11.6,21.7,0.0,4.8,5.8,15.0,37.0,2.0,10.0,15.0,9.0,60.0,47.0,1017.6,1015.1,0.0,1.0,16.4,19.8,0,0,8,24
4,7.2,24.5,0.0,1.8,1.0,15.0,37.0,2.0,0.0,9.0,9.0,69.0,26.0,1017.6,1015.1,0.0,0.0,14.9,23.8,0,0,8,25
4,7.6,22.2,0.0,4.4,9.8,15.0,37.0,2.0,10.0,4.0,0.0,67.0,54.0,1017.6,1015.1,0.0,6.0,14.6,20.5,0,0,8,26
4,13.2,21.8,0.0,0.2,10.6,15.0,37.0,1.0,10.0,0.0,0.0,71.0,44.0,1017.6,1015.1,1.0,0.0,15.8,21.2,0,0,8,27
4,7.5,22.8,0.0,5.6,12.5,15.0,37.0,1.0,10.0,0.0,19.0,79.0,36.0,1017.6,1015.1,0.0,1.0,15.5,21.8,0,0,8,28
4,8.0,23.0,0.0,7.4,1.8,15.0,37.0,1.0,10.0,0.0,9.0,76.0,58.0,1017.6,1015.1,1.0,6.0,15.2,22.6,0,0,8,29
4,14.4,28.2,0.0,7.6,6.4,15.0,37.0,1.0,0.0,0.0,28.0,68.0,31.0,1017.6,1015.1,0.0,1.0,19.2,27.8,0,0,8,30
4,10.4,25.2,0.0,1.8,0.0,15.0,37.0,1.0,10.0,0.0,9.0,61.0,32.0,1017.6,1015.1,6.0,8.0,17.2,24.0,0,0,8,31
4,8.8,23.1,0.0,2.4,8.1,15.0,37.0,1.0,10.0,0.0,4.0,76.0,54.0,1017.6,1015.1,0.0,1.0,17.4,22.3,0,1,9,1
4,9.6,23.0,1.4,7.2,0.3,15.0,37.0,1.0,10.0,0.0,4.0,84.0,55.0,1017.6,1015.1,0.0,1.0,15.5,21.5,1,0,9,2
4,10.4,22.7,0.0,3.4,12.2,15.0,37.0,1.0,10.0,0.0,9.0,76.0,63.0,1017.6,1015.1,2.0,1.0,18.0,21.7,0,0,9,3
4,10.7,23.8,0.0,7.0,10.9,15.0,37.0,1.0,10.0,0.0,13.0,68.0,56.0,1017.6,1015.1,1.0,0.0,17.5,22.7,0,0,9,4
4,9.7,27.8,0.0,9.6,5.2,15.0,37.0,9.0,10.0,9.0,0.0,60.0,33.0,1017.6,1015.1,0.0,5.0,18.5,26.7,0,0,9,5
4,14.3,25.5,0.0,11.0,7.4,15.0,37.0,2.0,10.0,4.0,9.0,49.0,66.0,1017.6,1015.1,2.0,8.0,21.5,22.0,0,0,9,6
4,13.2,30.0,0.0,7.8,8.7,15.0,37.0,2.0,11.0,4.0,4.0,57.0,23.0,1017.6,1015.1,6.0,6.0,20.4,29.5,0,0,9,7
4,16.8,22.5,0.4,7.0,3.7,15.0,37.0,7.0,10.0,4.0,9.0,78.0,64.0,1017.6,1015.1,6.0,6.0,19.8,22.0,0,0,9,8
4,17.8,25.8,0.0,2.4,0.0,15.0,37.0,1.0,10.0,0.0,0.0,82.0,54.0,1017.6,1015.1,8.0,7.0,19.7,24.8,0,0,9,9
4,15.2,23.5,0.0,3.6,6.3,15.0,37.0,2.0,0.0,28.0,37.0,31.0,23.0,1017.6,1015.1,0.0,6.0,24.5,29.3,0,0,9,10
4,13.2,30.2,0.0,0.0,7.1,15.0,37.0,1.0,10.0,11.0,17.0,68.0,50.0,1017.6,1015.1,1.0,1.0,18.0,22.1,0,0,9,11
4,8.9,23.2,0.0,2.4,2.9,15.0,37.0,7.0,10.0,4.0,4.0,45.0,39.0,1017.6,1015.1,1.0,1.0,18.6,21.5,0,0,9,12
4,11.4,20.0,0.0,4.6,11.1,15.0,37.0,7.0,10.0,9.0,9.0,45.0,57.0,1017.6,1015.1,6.0,7.0,14.8,17.5,0,1,9,13
4,13.0,25.8,2.0,6.0,4.5,15.0,37.0,1.0,9.0,0.0,9.0,62.0,41.0,1017.6,1015.1,6.0,3.0,19.1,25.4,1,0,9,14
4,12.0,19.8,0.0,2.4,11.1,15.0,37.0,6.0,10.0,4.0,4.0,71.0,65.0,1017.6,1015.1,6.0,5.0,18.2,19.3,0,0,9,15
4,12.0,19.0,0.0,5.6,10.6,15.0,37.0,9.0,10.0,4.0,0.0,75.0,93.0,1017.6,1015.1,8.0,8.0,17.5,16.5,0,1,9,16
4,12.6,22.7,2.0,7.6,10.2,15.0,37.0,1.0,0.0,0.0,28.0,82.0,45.0,1017.6,1015.1,6.0,6.0,17.4,21.4,1,0,9,17
4,14.2,25.0,0.4,3.4,8.7,15.0,37.0,2.0,0.0,37.0,41.0,44.0,30.0,1017.6,1015.1,5.0,0.0,22.2,24.6,0,0,9,18
4,12.0,24.2,0.0,1.4,1.9,15.0,37.0,2.0,0.0,4.0,22.0,48.0,26.0,1017.6,1015.1,1.0,0.0,19.0,23.8,0,0,9,19
4,9.7,23.7,0.0,8.6,10.1,15.0,37.0,2.0,0.0,9.0,37.0,48.0,20.0,1017.6,1015.1,0.0,4.0,17.5,22.0,0,0,9,20
4,8.5,21.5,0.0,6.2,11.1,15.0,37.0,1.0,10.0,4.0,9.0,50.0,47.0,1017.6,1015.1,0.0,1.0,17.2,19.5,0,0,9,21
4,7.5,24.3,0.0,6.4,1.3,15.0,37.0,2.0,10.0,4.0,4.0,65.0,36.0,1017.6,1015.1,1.0,1.0,17.0,23.0,0,0,9,22
4,10.6,30.8,0.6,1.2,9.9,15.0,37.0,9.0,0.0,4.0,37.0,55.0,18.0,1017.6,1015.1,0.0,0.0,19.7,30.5,0,0,9,23
4,14.6,31.2,0.0,1.4,9.2,15.0,37.0,1.0,0.0,0.0,19.0,60.0,22.0,1017.6,1015.1,8.0,4.0,17.8,30.5,0,0,9,24
4,13.0,30.7,0.0,8.4,8.6,15.0,37.0,2.0,11.0,4.0,4.0,37.0,40.0,1017.6,1015.1,0.0,1.0,24.4,29.5,0,0,9,25
4,12.8,35.0,0.0,5.0,11.6,15.0,37.0,2.0,9.0,4.0,43.5,45.0,16.0,1017.6,1015.1,0.0,0.0,23.0,33.0,0,0,9,26
4,10.0,23.1,0.0,4.0,10.1,15.0,37.0,1.0,11.0,4.0,9.0,33.0,26.0,1017.6,1015.1,0.0,0.0,18.0,22.0,0,0,9,27
4,9.4,31.2,0.0,1.6,6.9,15.0,37.0,4.0,0.0,9.0,37.0,49.0,11.0,1017.6,1015.1,0.0,0.0,19.5,30.1,0,0,9,28
4,10.8,23.3,0.0,2.4,11.2,15.0,37.0,2.0,10.0,4.0,28.0,36.0,37.0,1017.6,1015.1,2.0,1.0,20.7,21.8,0,0,9,29
4,9.8,30.6,0.0,8.8,0.0,15.0,37.0,13.0,0.0,9.0,4.0,45.0,17.0,1017.6,1015.1,1.0,1.0,20.5,30.1,0,0,9,30
4,12.8,33.7,0.0,11.8,1.6,15.0,37.0,1.0,0.0,0.0,28.0,51.0,72.0,1017.6,1015.1,8.0,8.0,19.5,22.2,0,1,10,1
4,9.8,26.7,2.0,2.0,4.1,15.0,37.0,9.0,0.0,4.0,19.0,47.0,25.0,1017.6,1015.1,0.0,1.0,18.6,26.5,1,0,10,2
4,12.5,21.0,0.0,1.4,11.9,15.0,37.0,7.0,9.0,4.0,37.0,42.0,61.0,1017.6,1015.1,6.0,7.0,19.0,16.1,0,1,10,3
4,8.8,20.0,2.0,6.4,10.6,15.0,37.0,13.0,10.0,9.0,9.0,59.0,62.0,1017.6,1015.1,6.0,4.0,15.5,18.4,1,0,10,4
4,7.2,29.8,0.0,3.2,8.5,15.0,37.0,9.0,11.0,4.0,4.0,62.0,22.0,1017.6,1015.1,4.0,5.0,17.5,29.1,0,0,10,5
4,12.0,32.8,0.0,1.6,6.2,15.0,37.0,1.0,0.0,0.0,4.0,39.0,17.0,1017.6,1015.1,1.0,3.0,21.7,30.6,0,0,10,6
4,14.6,21.9,0.0,4.0,7.8,15.0,37.0,13.0,10.0,28.0,43.5,53.0,58.0,1017.6,1015.1,1.0,6.0,20.2,19.6,0,0,10,7
4,10.1,22.4,0.0,6.2,12.4,15.0,37.0,9.0,10.0,4.0,37.0,69.0,62.0,1017.6,1015.1,2.0,6.0,18.0,19.0,0,0,10,8
4,8.6,29.9,0.0,0.2,0.0,15.0,37.0,9.0,0.0,4.0,9.0,77.0,20.0,1017.6,1015.1,0.0,0.0,15.6,28.8,0,0,10,9
4,13.8,34.4,0.0,5.4,9.9,15.0,37.0,2.0,0.0,9.0,43.5,34.0,15.0,1017.6,1015.1,0.0,0.0,23.5,33.8,0,0,10,10
4,14.0,23.0,0.0,6.0,1.8,15.0,37.0,7.0,11.0,11.0,9.0,78.0,56.0,1017.6,1015.1,6.0,1.0,20.2,21.3,0,0,10,11
4,11.4,29.5,0.0,2.0,4.7,15.0,37.0,9.0,11.0,4.0,11.0,78.0,47.0,1017.6,1015.1,0.0,0.0,17.8,28.2,0,0,10,12
4,16.4,35.2,0.0,3.2,1.2,15.0,37.0,2.0,0.0,9.0,43.5,53.0,11.0,1017.6,1015.1,4.0,1.0,25.8,34.8,0,0,10,13
4,13.0,20.0,0.0,2.6,7.8,15.0,37.0,1.0,10.0,0.0,22.0,62.0,46.0,1017.6,1015.1,6.0,2.0,15.7,19.0,0,0,10,14
4,8.0,24.3,0.2,2.2,8.6,15.0,37.0,7.0,9.0,4.0,15.0,53.0,26.0,1017.6,1015.1,0.0,0.0,15.5,23.4,0,0,10,15
4,8.3,29.5,0.0,6.8,9.9,15.0,37.0,2.0,2.0,4.0,9.0,48.0,17.0,1017.6,1015.1,1.0,0.0,16.6,29.0,0,0,10,16
4,12.4,34.0,0.0,3.8,11.0,15.0,37.0,2.0,0.0,9.0,41.0,32.0,23.0,1017.6,1015.1,1.0,2.0,24.0,33.6,0,0,10,17
4,14.5,20.0,0.0,7.2,13.2,15.0,37.0,13.0,10.0,4.0,4.0,39.0,46.0,1017.6,1015.1,7.0,6.0,17.5,19.7,0,0,10,18
4,8.0,23.3,0.0,5.0,10.3,15.0,37.0,1.0,10.0,0.0,17.0,62.0,50.0,1017.6,1015.1,1.0,0.0,17.4,22.1,0,0,10,19
4,13.8,29.2,0.0,4.0,6.1,15.0,37.0,9.0,10.0,9.0,9.0,84.0,46.0,1017.6,1015.1,1.0,1.0,18.0,28.0,0,0,10,20
4,14.8,35.0,0.0,13.6,4.9,15.0,37.0,2.0,0.0,9.0,9.0,55.0,17.0,1017.6,1015.1,0.0,0.0,23.6,34.5,0,0,10,21
4,18.6,28.2,0.0,1.6,11.6,15.0,37.0,13.0,10.0,9.0,9.0,73.0,59.0,1017.6,1015.1,6.0,5.0,23.4,27.7,0,0,10,22
4,19.4,35.8,0.0,11.4,10.7,15.0,37.0,1.0,0.0,0.0,41.0,55.0,21.0,1017.6,1015.1,5.0,2.0,25.8,35.5,0,0,10,23
4,14.5,28.6,0.0,7.2,5.1,15.0,37.0,7.0,9.0,9.0,9.0,41.0,13.0,1017.6,1015.1,2.0,1.0,21.8,28.0,0,0,10,24
4,10.0,22.8,0.0,4.8,10.9,15.0,37.0,7.0,10.0,4.0,9.0,31.0,36.0,1017.6,1015.1,0.0,1.0,17.5,22.0,0,0,10,25
4,9.8,23.5,0.0,7.8,10.7,15.0,37.0,2.0,10.0,9.0,19.0,54.0,51.0,1017.6,1015.1,4.0,2.0,16.4,21.5,0,0,10,26
4,13.2,24.7,0.0,1.6,7.1,15.0,37.0,1.0,10.0,11.0,9.0,68.0,52.0,1017.6,1015.1,1.0,6.0,18.0,23.4,0,0,10,27
4,10.6,27.2,0.0,2.6,11.9,15.0,37.0,1.0,10.0,0.0,9.0,77.0,55.0,1017.6,1015.1,8.0,3.0,18.4,24.5,0,0,10,28
4,16.0,31.5,0.0,3.8,12.9,15.0,37.0,2.0,10.0,4.0,37.0,65.0,99.0,1017.6,1015.1,7.0,7.0,19.8,16.6,0,1,10,29
4,13.2,21.4,2.0,4.2,10.5,15.0,37.0,7.0,9.0,9.0,9.0,68.0,51.0,1017.6,1015.1,2.0,2.0,17.8,21.0,1,0,10,30
4,11.0,23.5,0.0,5.4,9.5,15.0,37.0,9.0,11.0,4.0,4.0,70.0,49.0,1017.6,1015.1,2.0,1.0,18.2,23.5,0,0,10,31
4,16.5,23.3,0.0,6.4,7.8,15.0,37.0,1.0,10.0,0.0,9.0,67.0,58.0,1017.6,1015.1,8.0,6.0,20.7,23.2,0,0,11,1
4,13.2,34.2,0.0,8.8,10.7,15.0,37.0,2.0,0.0,4.0,9.0,72.0,20.0,1017.6,1015.1,4.0,5.0,20.0,33.4,0,0,11,2
4,16.2,34.8,0.0,3.0,0.0,15.0,37.0,2.0,0.0,4.0,43.5,27.0,15.0,1017.6,1015.1,1.0,7.0,26.5,33.5,0,0,11,3
4,10.2,19.4,0.0,3.0,13.1,15.0,37.0,13.0,10.0,15.0,43.5,46.0,46.0,1017.6,1015.1,6.0,1.0,17.5,17.8,0,0,11,4
4,13.2,20.7,0.0,3.6,10.6,15.0,37.0,13.0,10.0,9.0,19.0,65.0,51.0,1017.6,1015.1,8.0,6.0,17.5,19.5,0,0,11,5
4,8.8,23.7,0.0,5.8,12.5,15.0,37.0,9.0,10.0,4.0,28.0,70.0,49.0,1017.6,1015.1,1.0,0.0,17.5,23.5,0,0,11,6
4,11.6,29.0,0.0,1.2,5.5,15.0,37.0,1.0,10.0,4.0,15.0,69.0,46.0,1017.6,1015.1,0.0,0.0,18.8,28.2,0,0,11,7
4,14.7,34.8,0.0,11.2,9.6,15.0,37.0,1.0,11.0,4.0,9.0,58.0,27.0,1017.6,1015.1,0.0,1.0,23.0,33.5,0,0,11,8
4,19.5,36.2,0.0,3.4,10.5,15.0,37.0,1.0,11.0,0.0,37.0,60.0,25.0,1017.6,1015.1,8.0,6.0,23.8,35.5,0,0,11,9
4,15.0,22.8,0.0,3.6,12.0,15.0,37.0,13.0,10.0,19.0,28.0,61.0,64.0,1017.6,1015.1,7.0,8.0,19.8,21.0,0,1,11,10
4,15.0,21.7,2.0,2.0,2.3,15.0,37.0,13.0,10.0,9.0,28.0,90.0,75.0,1017.6,1015.1,8.0,7.0,18.5,20.5,1,1,11,11
4,14.7,21.8,2.0,2.2,4.7,15.0,37.0,1.0,10.0,0.0,0.0,82.0,95.0,1017.6,1015.1,8.0,6.0,19.9,18.5,1,1,11,12
4,13.8,27.0,2.0,9.6,9.9,15.0,37.0,1.0,10.0,0.0,11.0,94.0,43.0,1017.6,1015.1,0.0,2.0,18.4,26.4,1,0,11,13
4,13.5,26.7,0.0,13.6,9.5,15.0,37.0,1.0,10.0,0.0,15.0,51.0,48.0,1017.6,1015.1,0.0,0.0,21.7,25.2,0,0,11,14
4,17.0,25.2,0.0,13.6,10.1,15.0,37.0,7.0,10.0,4.0,28.0,65.0,60.0,1017.6,1015.1,4.0,5.0,22.2,23.5,0,0,11,15
4,14.2,21.4,0.2,3.8,2.8,15.0,37.0,13.0,10.0,9.0,19.0,68.0,85.0,1017.6,1015.1,8.0,7.0,19.2,18.5,0,1,11,16
4,12.3,17.4,2.0,0.6,8.7,15.0,37.0,1.0,0.0,0.0,4.0,96.0,93.0,1017.6,1015.1,8.0,8.0,15.2,15.4,1,1,11,17
4,11.2,21.8,2.0,2.2,9.6,15.0,37.0,13.0,0.0,37.0,4.0,99.0,83.0,1017.6,1015.1,8.0,8.0,16.5,17.6,1,1,11,18
4,14.5,23.8,2.0,2.0,9.1,15.0,37.0,1.0,10.0,0.0,43.5,84.0,79.0,1017.6,1015.1,8.0,5.0,19.0,20.5,1,1,11,19
4,14.2,26.0,2.0,11.8,9.8,15.0,37.0,1.0,10.0,0.0,4.0,81.0,62.0,1017.6,1015.1,4.0,3.0,20.5,26.0,1,0,11,20
4,17.2,27.5,0.0,10.0,9.4,15.0,37.0,9.0,11.0,4.0,9.0,74.0,60.0,1017.6,1015.1,5.0,2.0,23.0,27.5,0,1,11,21
4,18.7,23.8,2.0,7.4,12.6,15.0,37.0,9.0,11.0,4.0,9.0,82.0,77.0,1017.6,1015.1,8.0,8.0,20.4,22.0,1,1,11,22
4,13.2,22.2,2.0,2.6,1.3,15.0,37.0,1.0,11.0,0.0,4.0,95.0,94.0,1017.6,1015.1,7.0,8.0,19.2,17.8,1,1,11,23
4,13.8,23.7,2.0,2.2,9.8,15.0,37.0,13.0,10.0,4.0,19.0,80.0,52.0,1017.6,1015.1,5.0,4.0,20.2,23.2,1,0,11,24
4,16.4,23.0,0.0,8.0,12.3,15.0,37.0,1.0,10.0,0.0,9.0,70.0,87.0,1017.6,1015.1,5.0,7.0,20.7,16.9,0,1,11,25
4,11.5,22.2,2.0,10.0,7.3,15.0,37.0,7.0,10.0,4.0,19.0,60.0,51.0,1017.6,1015.1,1.0,2.0,19.4,22.0,1,0,11,26
4,12.9,24.1,0.0,2.4,8.8,15.0,37.0,2.0,11.0,4.0,4.0,57.0,54.0,1017.6,1015.1,1.0,1.0,19.8,23.5,0,0,11,27
4,13.8,34.8,0.0,13.2,11.2,15.0,37.0,1.0,0.0,0.0,4.0,76.0,29.0,1017.6,1015.1,1.0,1.0,19.8,32.0,0,1,11,28
4,17.2,21.2,2.0,1.8,10.6,15.0,37.0,1.0,10.0,0.0,9.0,97.0,87.0,1017.6,1015.1,8.0,8.0,19.5,20.2,1,1,11,29
4,14.4,21.2,2.0,11.2,10.7,15.0,37.0,1.0,10.0,0.0,9.0,87.0,63.0,1017.6,1015.1,7.0,6.0,17.0,19.9,1,0,11,30
4,14.0,23.2,0.0,6.2,10.0,15.0,37.0,1.0,10.0,0.0,9.0,70.0,58.0,1017.6,1015.1,6.0,5.0,19.8,23.1,0,0,12,1
4,13.3,24.5,0.0,3.8,6.5,15.0,37.0,1.0,11.0,0.0,9.0,56.0,51.0,1017.6,1015.1,3.0,5.0,20.6,24.3,0,0,12,2
4,13.5,25.5,0.0,7.0,12.0,15.0,37.0,1.0,11.0,0.0,15.0,72.0,23.0,1017.6,1015.1,1.0,0.0,20.5,25.1,0,0,12,3
4,13.6,32.0,0.0,13.2,7.9,15.0,37.0,9.0,11.0,2.0,4.0,74.0,38.0,1017.6,1015.1,4.0,6.0,20.2,31.5,0,1,12,4
4,13.2,28.5,1.4,5.8,10.2,15.0,37.0,1.0,0.0,11.0,37.0,68.0,34.0,1017.6,1015.1,7.0,6.0,18.0,24.5,1,0,12,5
4,11.5,22.0,0.0,3.6,4.7,15.0,37.0,7.0,10.0,9.0,9.0,43.0,38.0,1017.6,1015.1,0.0,4.0,18.0,21.0,0,0,12,6
4,11.5,25.2,0.0,3.2,9.0,15.0,37.0,1.0,10.0,0.0,11.0,71.0,41.0,1017.6,1015.1,2.0,5.0,19.7,25.0,0,0,12,7
4,14.6,29.2,0.0,4.6,10.9,15.0,37.0,9.0,11.0,4.0,9.0,47.0,75.0,1017.6,1015.1,0.0,1.0,22.5,23.5,0,0,12,8
4,16.9,35.5,0.0,2.0,9.2,15.0,37.0,1.0,11.0,0.0,4.0,63.0,35.0,1017.6,1015.1,3.0,3.0,23.6,34.0,0,0,12,9
4,22.9,35.5,0.0,10.0,8.6,15.0,37.0,2.0,9.0,4.0,28.0,58.0,26.0,1017.6,1015.1,6.0,6.0,26.0,35.5,0,0,12,10
4,19.0,27.5,0.0,4.0,2.8,15.0,37.0,1.0,0.0,0.0,15.0,69.0,54.0,1017.6,1015.1,6.0,6.0,23.5,27.5,0,0,12,11
4,18.4,27.5,0.0,3.0,11.2,15.0,37.0,1.0,10.0,0.0,28.0,78.0,58.0,1017.6,1015.1,6.0,2.0,22.5,26.0,0,0,12,12
4,17.2,29.5,0.0,2.8,4.7,15.0,37.0,1.0,11.0,0.0,9.0,76.0,92.0,1017.6,1015.1,0.0,1.0,21.9,28.8,0,0,12,13
4,19.1,27.0,0.0,8.0,8.2,15.0,37.0,2.0,10.0,4.0,19.0,72.0,64.0,1017.6,1015.1,7.0,4.0,25.0,25.0,0,0,12,14
4,17.1,26.2,0.0,3.8,12.7,15.0,37.0,9.0,10.0,4.0,17.0,68.0,50.0,1017.6,1015.1,7.0,7.0,22.5,22.1,0,0,12,15
4,18.5,26.2,0.0,9.4,11.8,15.0,37.0,9.0,9.0,4.0,22.0,64.0,60.0,1017.6,1015.1,6.0,5.0,24.3,25.0,0,0,12,16
4,16.5,27.5,0.0,4.6,11.1,15.0,37.0,1.0,11.0,4.0,4.0,66.0,85.0,1017.6,1015.1,5.0,1.0,22.8,22.5,0,0,12,17
4,18.0,27.2,0.0,11.0,10.3,15.0,37.0,9.0,10.0,4.0,11.0,67.0,49.0,1017.6,1015.1,4.0,1.0,22.9,26.8,0,0,12,18
4,16.5,29.2,0.0,4.0,12.7,15.0,37.0,1.0,11.0,0.0,19.0,68.0,54.0,1017.6,1015.1,1.0,1.0,22.6,28.4,0,0,12,19
4,17.1,37.7,0.0,4.0,0.0,15.0,37.0,9.0,0.0,4.0,4.0,68.0,20.0,1017.6,1015.1,1.0,1.0,23.8,37.2,0,0,12,20
4,22.7,26.5,0.0,6.6,6.7,15.0,37.0,13.0,10.0,22.0,22.0,74.0,70.0,1017.6,1015.1,6.0,6.0,24.7,25.0,0,0,12,21
4,21.3,35.8,0.0,8.4,8.4,15.0,37.0,1.0,11.0,0.0,4.0,81.0,44.0,1017.6,1015.1,8.0,8.0,24.0,34.5,0,0,12,22
4,20.8,35.0,0.0,7.4,0.1,15.0,37.0,1.0,0.0,0.0,11.0,59.0,31.0,1017.6,1015.1,8.0,7.0,27.4,34.0,0,1,12,23
4,18.4,23.5,2.0,4.0,3.3,15.0,37.0,13.0,10.0,9.0,9.0,97.0,75.0,1017.6,1015.1,8.0,8.0,18.8,21.0,1,0,12,24
4,13.2,23.5,0.0,11.6,1.4,15.0,37.0,1.0,10.0,11.0,17.0,68.0,50.0,1017.6,1015.1,0.0,4.0,18.0,22.1,0,1,12,25
4,18.0,27.7,2.0,5.8,7.8,15.0,37.0,13.0,10.0,9.0,28.0,73.0,60.0,1017.6,1015.1,6.0,1.0,23.5,25.0,1,0,12,26
4,17.6,26.3,0.0,7.2,1.5,15.0,37.0,13.0,10.0,9.0,9.0,69.0,64.0,1017.6,1015.1,5.0,4.0,23.3,25.5,0,0,12,27
4,18.2,28.6,0.0,7.6,1.1,15.0,37.0,9.0,11.0,9.0,15.0,71.0,60.0,1017.6,1015.1,7.0,2.0,23.0,27.8,0,0,12,28
4,18.1,23.5,0.0,7.8,13.8,15.0,37.0,13.0,10.0,37.0,37.0,78.0,54.0,1017.6,1015.1,8.0,7.0,22.3,23.0,0,0,12,29
4,13.2,25.3,0.0,0.2,13.0,15.0,37.0,9.0,10.0,4.0,19.0,59.0,49.0,1017.6,1015.1,5.0,2.0,21.6,24.0,0,0,12,30
4,15.6,28.3,0.0,7.0,1.1,15.0,37.0,1.0,11.0,0.0,9.0,68.0,52.0,1017.6,1015.1,5.0,1.0,21.8,27.8,0,0,12,31
4,18.6,30.1,0.4,8.4,4.5,15.0,37.0,9.0,11.0,4.0,19.0,66.0,52.0,1017.6,1015.1,2.0,6.0,24.8,29.0,0,0,1,1
4,21.6,23.5,0.6,2.8,10.2,15.0,37.0,1.0,10.0,0.0,0.0,75.0,71.0,1017.6,1015.1,6.0,7.0,25.8,29.0,0,0,1,2
4,20.8,29.2,0.0,4.8,0.0,15.0,37.0,9.0,10.0,4.0,28.0,65.0,68.0,1017.6,1015.1,8.0,1.0,23.8,28.2,0,0,1,3
4,21.6,26.5,0.0,2.2,10.7,15.0,37.0,7.0,10.0,9.0,9.0,75.0,62.0,1017.6,1015.1,7.0,5.0,24.4,26.5,0,0,1,4
4,20.8,30.8,0.0,6.8,2.1,15.0,37.0,13.0,11.0,9.0,15.0,79.0,53.0,1017.6,1015.1,7.0,3.0,23.8,30.5,0,0,1,5
4,18.4,30.2,0.0,2.2,12.3,15.0,37.0,7.0,10.0,9.0,28.0,34.0,30.0,1017.6,1015.1,1.0,0.0,27.1,27.6,0,0,1,6
4,19.1,23.0,0.0,3.2,0.0,15.0,37.0,13.0,10.0,19.0,19.0,74.0,63.0,1017.6,1015.1,8.0,8.0,20.5,21.9,0,0,1,7
4,17.0,25.5,0.0,2.4,9.8,15.0,37.0,13.0,10.0,4.0,4.0,62.0,51.0,1017.6,1015.1,6.0,5.0,22.6,23.4,0,0,1,8
4,13.8,25.9,0.0,2.2,7.9,15.0,37.0,13.0,10.0,4.0,9.0,50.0,56.0,1017.6,1015.1,6.0,6.0,22.5,24.2,0,0,1,9
4,17.2,29.5,0.0,2.2,11.3,15.0,37.0,9.0,10.0,4.0,19.0,44.0,47.0,1017.6,1015.1,6.0,6.0,22.5,28.2,0,0,1,10
4,18.8,32.0,0.0,3.2,9.0,15.0,37.0,1.0,11.0,0.0,9.0,65.0,43.0,1017.6,1015.1,0.0,1.0,24.4,31.6,0,0,1,11
4,18.2,23.5,0.0,3.6,0.0,15.0,37.0,1.0,11.0,0.0,19.0,71.0,58.0,1017.6,1015.1,5.0,1.0,25.1,28.5,0,0,1,12
4,13.2,23.5,0.0,11.6,7.4,15.0,37.0,1.0,10.0,11.0,17.0,68.0,50.0,1017.6,1015.1,7.0,5.0,18.0,22.1,0,0,1,13
4,13.2,23.5,0.0,2.4,3.0,15.0,37.0,1.0,10.0,11.0,17.0,68.0,50.0,1017.6,1015.1,6.0,2.0,18.0,22.1,0,0,1,14
4,13.2,23.5,0.0,3.8,9.5,15.0,37.0,1.0,10.0,11.0,17.0,68.0,50.0,1017.6,1015.1,2.0,1.0,18.0,22.1,0,0,1,15
4,13.2,33.7,0.0,9.4,5.5,15.0,37.0,1.0,10.0,11.0,17.0,68.0,50.0,1017.6,1015.1,7.0,2.0,18.0,22.1,0,0,1,16
4,16.7,31.7,0.0,5.0,11.1,15.0,37.0,9.0,11.0,4.0,19.0,75.0,49.0,1017.6,1015.1,0.0,0.0,24.0,31.3,0,0,1,17
4,17.6,33.7,0.0,5.4,8.0,15.0,37.0,1.0,10.0,0.0,19.0,71.0,50.0,1017.6,1015.1,0.0,0.0,23.5,32.9,0,0,1,18
4,19.2,28.2,0.0,1.8,11.2,15.0,37.0,9.0,10.0,4.0,15.0,75.0,59.0,1017.6,1015.1,1.0,0.0,23.5,27.0,0,0,1,19
4,21.4,28.5,0.0,7.6,4.6,15.0,37.0,1.0,10.0,0.0,19.0,75.0,66.0,1017.6,1015.1,5.0,6.0,25.1,27.0,0,0,1,20
4,21.3,25.0,0.8,1.8,1.5,15.0,37.0,13.0,10.0,4.0,9.0,98.0,85.0,1017.6,1015.1,8.0,8.0,22.2,24.2,0,0,1,21
4,22.0,25.0,1.0,2.8,10.0,15.0,37.0,13.0,12.0,19.0,19.0,74.0,68.0,1017.6,1015.1,7.0,8.0,24.2,23.1,0,0,1,22
4,19.2,25.0,1.0,2.6,12.3,15.0,37.0,9.0,10.0,4.0,4.0,92.0,84.0,1017.6,1015.1,8.0,8.0,20.1,23.0,0,0,1,23
4,19.4,29.7,0.0,3.0,4.5,15.0,37.0,9.0,10.0,28.0,17.0,68.0,50.0,1017.6,1015.1,6.0,3.0,24.5,22.1,0,1,1,24
4,18.8,25.2,2.0,4.0,6.3,15.0,37.0,7.0,10.0,4.0,37.0,72.0,51.0,1017.6,1015.1,6.0,6.0,23.6,23.5,1,0,1,25
