Country Code,Country,Restaurant Name,City,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
1,3,3987,38,77.0484858,28.4117267,4,800,4,0,0,0,2,3.3,2,0,2.833213344056216
1,3,4134,38,77.0322081,28.4256547,13,500,4,0,1,0,2,2.8,2,0,3.1354942159291497
1,3,1458,38,77.058018,28.434541,56,1250,4,0,1,0,3,3.7,5,2,3.091042453358316
1,3,2437,38,77.0489356,28.4120391,43,500,4,0,0,0,2,3.5,5,2,3.295836866004329
1,3,3655,38,77.042099,28.4120086,9,500,4,0,0,0,2,3.6,5,2,3.58351893845611
1,3,3960,38,77.0449776,28.4060983,13,700,4,0,0,0,2,3.7,5,2,3.9512437185814275
1,3,4092,38,77.03833256,28.41864781,50,950,4,0,1,0,2,3.5,5,2,3.6888794541139363
1,3,1349,38,77.0393103,28.4248315,55,700,4,0,0,0,2,2.3,3,4,4.2626798770413155
1,3,2095,38,77.0418292,28.4116239,30,200,4,0,1,0,1,2.3,3,4,3.295836866004329
1,3,4642,38,77.0371694,28.4270829,40,450,4,0,0,0,1,2.4,3,4,3.7612001156935624
1,3,900,38,77.0678486,28.4584293,49,600,4,0,0,0,2,0.0,4,3,0.0
1,3,744,38,77.0832002,28.4307097,5,600,4,0,1,0,2,2.8,2,0,2.0794415416798357
1,3,3786,38,77.08893042,28.4316636,64,100,4,0,0,0,1,2.8,2,0,2.302585092994046
1,3,4510,38,77.08898909,28.43185642,44,700,4,0,0,0,2,3.1,2,0,3.5263605246161616
1,3,61,38,77.0810496,28.4406267,40,600,4,0,0,0,2,0.0,4,3,0.0
1,3,3768,38,77.078993,28.4346629,40,150,4,0,0,0,1,0.0,4,3,0.0
1,3,3903,38,77.0745897,28.4325962,5,300,4,0,0,0,1,0.0,4,3,0.0
1,3,4121,38,77.0832881,28.4307149,9,600,4,0,0,0,2,0.0,4,3,0.0
1,3,1659,38,77.0869794,28.4624121,31,400,4,0,1,0,1,3.7,5,2,4.532599493153256
1,3,1658,38,77.08695229,28.46246192,31,400,4,0,1,0,1,3.6,5,2,4.7535901911063645
1,3,2088,38,77.0869794,28.4626811,6,300,4,0,1,0,1,3.9,5,2,4.553876891600541
1,3,3084,38,77.0868501,28.4625094,49,800,4,0,1,0,2,3.5,5,2,4.77912349311153
1,3,4310,38,77.087339,28.4624466,53,300,4,0,1,0,1,3.8,5,2,3.8918202981106265
1,3,2933,38,77.0871573,28.4625905,49,700,4,0,1,0,2,4.1,1,5,4.6443908991413725
1,3,4078,38,77.0874235,28.4624928,40,500,4,0,1,0,2,4.2,1,5,4.219507705176107
1,3,4090,38,77.0871592,28.4626087,27,500,4,0,1,0,2,4.2,1,5,4.727387818712341
1,3,761,38,77.0784363,28.4659842,4,400,4,0,0,0,1,3.3,2,0,3.091042453358316
1,3,1791,38,77.0756172,28.4714149,41,700,4,0,1,0,2,2.7,2,0,3.6888794541139363
1,3,2324,38,77.0790658,28.4507135,48,300,4,0,0,0,1,3.2,2,0,2.3978952727983707
1,3,2461,38,77.0784363,28.4660738,4,1000,4,0,0,0,3,3.4,2,0,2.833213344056216
1,3,3152,38,77.0746189,28.4684058,34,1000,4,0,1,0,3,2.8,2,0,4.394449154672439
1,3,3455,38,77.0832025,28.4600768,40,600,4,0,1,0,2,2.8,2,0,3.7612001156935624
1,3,469,38,77.0787061,28.4609895,9,600,4,0,1,0,2,3.7,5,2,3.912023005428146
1,3,723,38,77.0794255,28.4504791,23,300,4,0,1,0,1,3.7,5,2,4.189654742026425
1,3,1323,38,77.0843946,28.4602529,50,550,4,0,1,0,2,3.7,5,2,3.970291913552122
1,3,1603,38,77.0789759,28.4647809,14,250,4,0,1,0,1,3.7,5,2,4.07753744390572
1,3,2678,38,77.0747614,28.4710018,4,300,4,0,0,0,1,3.7,5,2,3.9318256327243257
1,3,2776,38,77.0853157,28.4543176,40,150,4,0,0,0,1,3.5,5,2,3.295836866004329
1,3,3001,38,77.0788503,28.4609696,55,500,4,0,1,0,2,3.7,5,2,3.1780538303479458
1,3,2305,38,77.0796953,28.4499671,50,500,4,0,0,0,2,0.0,4,3,0.6931471805599453
1,3,2422,38,77.0791682,28.4508593,41,600,4,0,0,0,2,0.0,4,3,0.0
1,3,4123,38,77.0814039,28.4503106,27,250,4,0,0,0,1,0.0,4,3,1.3862943611198906
1,3,4141,38,77.0830226,28.455756,21,250,4,0,0,0,1,0.0,4,3,1.0986122886681098
1,3,969,38,77.0840118,28.4601546,16,550,4,0,0,0,2,2.4,3,4,3.6635616461296463
1,3,707,38,77.0815524,28.4510321,13,1100,4,0,0,0,3,4.3,1,5,4.143134726391533
1,3,4329,38,77.079311,28.460034,20,400,4,0,1,0,1,4.0,1,5,3.9889840465642745
1,3,199,38,77.0793521,28.4607475,59,250,4,0,0,0,1,3.1,2,0,2.3978952727983707
1,3,1415,38,77.0792457,28.461131,4,500,4,0,0,0,2,3.1,2,0,1.791759469228055
1,3,1448,38,77.0788859,28.4609172,48,600,4,0,1,0,2,3.2,2,0,2.5649493574615367
1,3,1554,38,77.0793669,28.4613734,41,400,4,0,0,0,1,3.0,2,0,1.6094379124341003
1,3,1949,38,77.0792457,28.461131,9,500,4,0,1,0,2,2.7,2,0,2.0794415416798357
1,3,2132,38,77.0798015,28.460761,40,700,4,0,1,0,2,3.1,2,0,3.58351893845611
1,3,2671,38,77.0796953,28.460995,40,650,4,0,1,0,2,3.4,2,0,4.770684624465665
1,3,3774,38,77.0811311,28.4532726,63,200,4,0,0,0,1,3.3,2,0,3.295836866004329
1,3,3907,38,77.0792457,28.461131,23,400,4,0,0,0,1,3.0,2,0,3.5263605246161616
1,3,3975,38,77.0790658,28.4604862,2,500,4,0,0,0,2,3.3,2,0,4.0943445622221
1,3,4021,38,77.0795604,28.4609372,50,600,4,0,0,0,2,2.6,2,0,2.4849066497880004
1,3,4476,38,77.0790658,28.4606655,4,300,4,0,1,0,1,3.2,2,0,2.772588722239781
1,3,674,38,77.0787061,28.4604516,1,850,4,0,1,0,2,3.6,5,2,3.7376696182833684
1,3,4692,38,77.0794255,28.4608794,49,650,4,0,1,0,2,3.9,5,2,4.219507705176107
1,3,2593,38,77.0796953,28.460726,3,700,4,0,1,0,2,4.0,1,5,3.332204510175204
1,3,3283,38,77.048261,28.412019,49,650,4,0,0,0,2,3.3,2,0,4.574710978503383
1,3,2333,38,77.0958365,28.4512929,6,400,4,0,1,0,1,3.7,5,2,2.833213344056216
1,3,1713,38,77.0753139,28.5004986,43,600,4,0,0,0,2,2.8,2,0,3.1780538303479458
1,3,2794,38,77.086215,28.5130313,40,200,4,0,0,0,1,3.1,2,0,1.9459101490553132
1,3,3116,38,77.0652612,28.4875966,21,200,4,0,1,0,1,3.3,2,0,2.5649493574615367
1,3,3125,38,77.088159,28.4991161,49,1000,4,0,1,0,3,2.7,2,0,2.0794415416798357
1,3,3329,38,77.083835,28.506391,41,650,4,0,0,0,2,2.9,2,0,2.6390573296152584
1,3,3716,38,77.0728605,28.5011252,41,500,4,0,0,0,2,3.1,2,0,2.8903717578961645
1,3,4276,38,77.0867524,28.4975584,48,400,4,0,1,0,1,3.0,2,0,2.3978952727983707
1,3,4683,38,77.0842434,28.5120417,13,500,4,0,0,0,2,3.3,2,0,2.3978952727983707
1,3,4696,38,77.0801,28.5140563,4,150,4,0,0,0,1,2.9,2,0,1.6094379124341003
1,3,98,38,77.086215,28.5130313,23,150,4,0,0,0,1,0.0,4,3,0.0
1,3,352,38,77.07576312,28.51150832,40,500,4,0,0,0,2,0.0,4,3,0.0
1,3,426,38,77.0823439,28.501278,40,300,4,0,0,0,1,0.0,4,3,0.0
1,3,490,38,77.0755585,28.511513,40,500,4,0,0,0,2,0.0,4,3,0.0
1,3,535,38,77.0670773,28.4905933,52,300,4,0,0,0,1,0.0,4,3,1.0986122886681098
1,3,805,38,77.086215,28.5130313,15,400,4,0,1,0,1,0.0,4,3,1.3862943611198906
1,3,864,38,77.0671046,28.4905322,40,200,4,0,0,0,1,0.0,4,3,0.0
1,3,1119,38,77.07991786,28.49125312,13,600,4,0,0,0,2,0.0,4,3,1.0986122886681098
1,3,1303,38,77.0673441,28.4907223,40,200,4,0,0,0,1,0.0,4,3,0.0
1,3,1349,38,77.067069,28.4899846,55,700,4,0,0,0,2,0.0,4,3,1.3862943611198906
1,3,1521,38,77.0859902,28.4988926,45,400,4,0,0,0,1,0.0,4,3,1.3862943611198906
1,3,2278,38,77.0836521,28.4996537,40,200,4,0,0,0,1,0.0,4,3,0.0
1,3,2304,38,77.0665649,28.4872533,40,250,4,0,0,0,1,0.0,4,3,0.0
1,3,2685,38,77.0834007,28.4978821,40,200,4,0,0,0,1,0.0,4,3,0.0
1,3,3198,38,77.08617,28.5128925,45,400,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,3409,38,77.0693753,28.4909024,40,300,4,0,0,0,1,0.0,4,3,0.0
1,3,4469,38,77.085902,28.509468,13,400,4,0,1,0,1,0.0,4,3,0.6931471805599453
1,3,4553,38,77.0683497,28.4907415,40,200,4,0,0,0,1,0.0,4,3,0.0
1,3,4554,38,77.0762102,28.5114797,40,200,4,0,0,0,1,0.0,4,3,0.0
1,3,4134,38,77.0555019,28.443247,13,400,4,0,1,0,1,3.1,2,0,4.418840607796598
1,3,1376,38,77.0563348,28.4429124,11,600,4,0,1,0,2,3.5,5,2,5.713732805509369
1,3,1971,38,77.05503501,28.44359498,40,750,4,0,0,0,2,3.7,5,2,5.6240175061873385
1,3,4469,38,77.0563114,28.4435939,13,800,4,0,1,0,2,0.0,4,3,1.3862943611198906
1,3,216,38,77.0714665,28.5096403,48,500,4,0,0,0,2,2.9,2,0,2.0794415416798357
1,3,678,38,77.0715115,28.509779,13,450,4,0,0,0,1,3.1,2,0,2.3978952727983707
1,3,988,38,77.0714665,28.5096403,16,600,4,0,0,0,2,2.9,2,0,1.791759469228055
1,3,1376,38,77.0715115,28.509779,11,600,4,0,0,0,2,3.4,2,0,4.477336814478207
1,3,2505,38,77.0720511,28.5103687,59,300,4,0,0,0,1,3.0,2,0,1.6094379124341003
1,3,2592,38,77.0714215,28.5096807,25,500,4,0,0,0,2,3.3,2,0,3.58351893845611
1,3,2939,38,77.07199864,28.51028625,28,300,4,0,0,0,1,3.2,2,0,3.258096538021482
1,3,3975,38,77.0715115,28.509779,2,500,4,0,0,0,2,3.3,2,0,3.332204510175204
1,3,4134,38,77.0715115,28.509779,13,400,4,0,1,0,1,2.7,2,0,2.70805020110221
1,3,4306,38,77.0714703,28.5096854,63,200,4,0,0,0,1,2.5,2,0,2.4849066497880004
1,3,4539,38,77.0714665,28.5096403,40,700,4,0,1,0,2,3.2,2,0,2.4849066497880004
1,3,805,38,77.0715115,28.5096894,15,400,4,0,1,0,1,3.8,5,2,4.852030263919617
1,3,1361,38,77.07169354,28.50969289,6,550,4,0,0,0,2,3.6,5,2,4.110873864173311
1,3,1394,38,77.0713316,28.5096721,23,500,4,0,1,0,2,3.7,5,2,3.9512437185814275
1,3,1358,38,77.0714665,28.5096403,59,300,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,1659,38,77.0716464,28.5096576,31,250,4,0,0,0,1,0.0,4,3,1.0986122886681098
1,3,25,38,77.0310152,28.5088255,41,600,4,0,0,0,2,2.9,2,0,2.772588722239781
1,3,2951,38,77.0316635,28.5088043,18,250,4,0,0,0,1,2.9,2,0,1.9459101490553132
1,3,3364,38,77.0309826,28.508564,17,250,4,0,1,0,1,2.7,2,0,2.3978952727983707
1,3,3863,38,77.0308539,28.5090845,16,400,4,0,0,0,1,2.8,2,0,2.70805020110221
1,3,4347,38,77.0313937,28.5088678,5,150,4,0,1,0,1,2.9,2,0,2.6390573296152584
1,3,118,38,77.0311238,28.5088417,36,100,4,0,0,0,1,0.0,4,3,0.0
1,3,511,38,77.0842702,28.4604845,5,250,4,0,0,0,1,2.9,2,0,1.9459101490553132
1,3,1677,38,77.0839756,28.4598562,63,150,4,0,1,0,1,3.4,2,0,5.0238805208462765
1,3,2180,38,77.0836521,28.4606579,23,400,4,0,1,0,1,3.0,2,0,4.499809670330265
1,3,3448,38,77.083832,28.4600476,40,550,4,0,1,0,2,3.1,2,0,4.812184355372417
1,3,4324,38,77.0835622,28.46047,40,200,4,0,0,0,1,2.9,2,0,2.0794415416798357
1,3,4594,38,77.0843266,28.459871,40,650,4,0,0,0,2,3.1,2,0,3.091042453358316
1,3,175,38,77.0842816,28.4603598,37,200,4,0,0,0,1,3.5,5,2,4.204692619390966
1,3,403,38,77.083832,28.4606752,5,600,4,0,1,0,2,3.6,5,2,4.248495242049359
1,3,662,38,77.0840568,28.4599348,12,250,4,0,1,0,1,3.6,5,2,4.110873864173311
1,3,995,38,77.0839219,28.4597873,19,500,4,0,1,0,2,3.6,5,2,5.91350300563827
1,3,2001,38,77.0832025,28.4599872,7,400,4,0,0,0,1,3.7,5,2,4.1588830833596715
1,3,861,38,77.0843266,28.4605883,37,150,4,0,0,0,1,0.0,4,3,1.0986122886681098
1,3,1154,38,77.0837421,28.4607562,41,400,4,0,1,0,1,2.4,3,4,4.430816798843313
1,3,4642,38,77.0832256,28.4605726,40,400,4,0,1,0,1,2.2,3,4,4.962844630259907
1,3,4171,39,91.77524608,26.1802428,13,600,4,0,0,0,2,4.7,0,1,4.844187086458591
1,3,3963,39,91.77495472,26.18470185,13,500,4,0,0,0,2,4.1,1,5,5.673323267171493
1,3,1105,39,91.77739722,26.15735,19,750,4,0,0,0,3,4.1,1,5,5.720311776607412
1,3,4714,39,91.75816667,26.171,16,800,4,0,0,0,3,3.6,5,2,5.793013608384144
1,3,26,39,91.75316667,26.19166667,18,300,4,0,0,0,1,3.6,5,2,4.962844630259907
1,3,1067,39,91.783,26.17266667,16,600,4,0,0,0,2,4.3,1,5,5.91350300563827
1,3,2947,42,75.80208298,26.89119117,20,700,4,0,0,0,2,4.1,1,5,5.003946305945459
1,3,1923,44,80.32070833,26.48367222,17,550,4,0,0,0,2,3.3,2,0,5.003946305945459
1,3,1777,44,80.31634444,26.46900278,40,400,4,0,0,0,2,3.9,5,2,4.584967478670572
1,3,2428,44,80.351569,26.47775,48,1000,4,0,0,0,3,4.1,1,5,5.0689042022202315
1,3,4059,44,80.299775,26.48154722,40,1000,4,0,0,0,3,3.8,5,2,4.584967478670572
1,3,4533,44,80.32093889,26.48241944,7,350,4,0,0,0,2,3.4,2,0,3.912023005428146
1,3,299,44,80.31783333,26.48304167,23,350,4,0,0,0,2,4.1,1,5,5.147494476813453
1,3,1865,48,80.99,26.86,14,450,4,0,0,0,2,3.9,5,2,5.384495062789089
1,3,4405,48,81.0232496,26.8517588,46,1100,4,0,0,0,3,3.9,5,2,5.594711379601839
1,3,3910,48,80.99885715,26.85338395,44,1200,4,0,0,0,3,4.2,1,5,6.539585955617669
1,3,1098,48,80.945099,26.855957,50,1000,4,0,0,0,3,4.2,1,5,6.021023349349527
1,3,776,48,80.947029,26.834638,14,700,4,0,0,0,2,4.0,1,5,6.376726947898627
1,3,452,49,75.84273856,30.87398772,43,800,4,0,0,0,2,3.6,5,2,4.543294782270004
1,3,1984,49,75.80489259,30.88722034,41,1400,4,0,0,0,3,4.1,1,5,5.2574953720277815
1,3,2677,49,75.82210299,30.89520443,13,800,4,0,0,0,2,3.7,5,2,5.0369526024136295
1,3,1349,49,75.82219854,30.89285962,55,700,4,0,0,0,2,3.6,5,2,4.465908118654584
1,3,3911,49,75.80934606,30.89958432,42,1000,4,0,0,0,3,3.5,5,2,4.762173934797756
1,3,445,49,75.813112,30.895817,42,1400,4,0,0,0,3,3.9,5,2,4.394449154672439
1,3,180,49,75.82961485,30.89018388,49,800,4,0,0,0,2,4.6,0,1,5.2832037287379885
1,3,4191,49,75.78825854,30.88591491,46,1500,4,0,0,0,3,3.9,5,2,5.043425116919247
1,3,660,62,77.19692286,28.53538174,23,350,4,0,1,0,1,3.2,2,0,3.8501476017100584
1,3,1327,62,77.1980333,28.5375472,61,500,4,0,0,0,2,2.6,2,0,2.4849066497880004
1,3,1687,62,77.1969242,28.5355234,62,500,4,0,1,0,2,3.4,2,0,5.476463551931511
1,3,2625,62,77.1981225,28.5381335,38,400,4,0,0,0,1,3.1,2,0,2.1972245773362196
1,3,3598,62,77.19815936,28.53744768,23,400,4,0,1,0,1,2.7,2,0,4.174387269895637
1,3,3892,62,77.19795015,28.53747419,59,450,4,0,1,0,1,2.6,2,0,4.736198448394496
1,3,2711,62,77.19804244,28.53839431,54,300,4,0,1,0,1,3.7,5,2,4.204692619390966
1,3,1237,62,77.19696745,28.53576259,18,500,4,0,0,0,2,2.2,3,4,4.356708826689592
1,3,443,62,77.3006287,28.6557549,29,600,4,0,0,0,2,3.2,2,0,3.4657359027997265
1,3,1349,62,77.3016337,28.6564531,55,700,4,0,0,0,2,2.8,2,0,4.430816798843313
1,3,4469,62,77.087897,28.554463,13,800,4,0,0,0,2,0.0,4,3,0.0
1,3,3361,62,77.1345554,28.6900143,64,200,4,0,0,0,1,3.3,2,0,2.6390573296152584
1,3,3152,62,77.1172629,28.7006935,34,1000,4,0,1,0,3,2.6,2,0,4.836281906951478
1,3,3272,62,77.1175742,28.7004868,7,300,4,0,0,0,1,3.7,5,2,4.8283137373023015
1,3,2039,62,77.1176368,28.7004261,48,500,4,0,1,0,2,2.2,3,4,4.382026634673881
1,3,535,62,77.2542551,28.5253209,37,200,4,0,0,0,1,3.3,2,0,3.044522437723423
1,3,678,62,77.25014627,28.52813297,13,450,4,0,0,0,1,3.2,2,0,3.1780538303479458
1,3,920,62,77.25411225,28.52569245,23,150,4,0,0,0,1,2.7,2,0,2.4849066497880004
1,3,1709,62,77.24689879,28.52810941,58,350,4,0,0,0,1,3.2,2,0,3.58351893845611
1,3,2503,62,77.2532459,28.52560319,16,300,4,0,1,0,1,2.5,2,0,3.4965075614664802
1,3,2740,62,77.249793,28.525675,19,800,4,0,1,0,2,3.2,2,0,2.3978952727983707
1,3,2772,62,77.253851,28.5253274,49,600,4,0,0,0,2,3.2,2,0,3.1780538303479458
1,3,2842,62,77.2540306,28.5257928,16,450,4,0,0,0,1,2.9,2,0,3.7612001156935624
1,3,2850,62,77.25402072,28.52553898,7,200,4,0,0,0,1,3.2,2,0,3.091042453358316
1,3,3048,62,77.25401971,28.52572397,22,150,4,0,0,0,1,3.3,2,0,2.833213344056216
1,3,3227,62,77.2542022,28.533376,40,250,4,0,0,0,1,2.9,2,0,1.6094379124341003
1,3,3584,62,77.2540755,28.5258419,52,500,4,0,1,0,2,2.8,2,0,2.0794415416798357
1,3,4382,62,77.252479,28.523785,5,450,4,0,0,0,1,3.4,2,0,3.1354942159291497
1,3,2420,62,77.2468466,28.5278902,31,250,4,0,0,0,1,3.6,5,2,2.70805020110221
1,3,3,62,77.253694,28.52542,30,300,4,0,0,0,1,0.0,4,3,1.0986122886681098
1,3,68,62,77.25,28.52,57,400,4,0,0,0,1,0.0,4,3,0.0
1,3,1506,62,77.25012012,28.5299095,62,350,4,0,0,0,1,0.0,4,3,0.0
1,3,2411,62,77.2546954,28.525267,40,500,4,0,1,0,2,0.0,4,3,1.0986122886681098
1,3,3268,62,77.2550814,28.5254928,38,600,4,0,0,0,2,0.0,4,3,0.6931471805599453
1,3,4088,62,77.248174,28.526931,40,400,4,0,0,0,1,0.0,4,3,0.0
1,3,3744,62,77.2543449,28.5255985,62,800,4,0,1,0,2,2.4,3,4,3.4657359027997265
1,3,193,62,77.1549896,28.5414797,56,800,4,0,1,0,2,3.1,2,0,5.442417710521793
1,3,648,62,77.1551985,28.5417053,12,500,4,0,1,0,2,3.2,2,0,6.129050210060545
1,3,2412,62,77.1552225,28.5410525,51,500,4,0,0,0,2,3.9,5,2,3.8066624897703196
1,3,3960,62,77.15541266,28.54089671,13,700,4,0,0,0,2,3.7,5,2,5.54907608489522
1,3,439,62,77.3063202,28.6594964,17,400,4,0,0,0,1,3.1,2,0,3.6635616461296463
1,3,583,62,77.3168615,28.6603647,63,150,4,0,0,0,1,2.8,2,0,4.248495242049359
1,3,908,62,77.3065547,28.6596493,59,500,4,0,0,0,2,3.3,2,0,2.4849066497880004
1,3,932,62,77.3065301,28.6595397,23,200,4,0,0,0,1,3.1,2,0,1.9459101490553132
1,3,1035,62,77.3068973,28.6594042,5,400,4,0,0,0,1,3.0,2,0,1.6094379124341003
1,3,1306,62,77.316909,28.6602285,41,650,4,0,0,0,2,3.4,2,0,4.394449154672439
1,3,1577,62,77.3066672,28.6596084,23,500,4,0,0,0,2,3.4,2,0,3.2188758248682006
1,3,1637,62,77.305701,28.6601278,17,250,4,0,0,0,1,3.1,2,0,2.6390573296152584
1,3,1658,62,77.3064966,28.6596561,31,400,4,0,1,0,1,3.3,2,0,2.5649493574615367
1,3,2108,62,77.306795,28.65948,23,250,4,0,0,0,1,3.3,2,0,2.9444389791664403
1,3,2559,62,77.3061657,28.6598026,16,600,4,0,0,0,2,2.8,2,0,2.70805020110221
1,3,3094,62,77.3064705,28.6596774,23,400,4,0,0,0,1,2.8,2,0,2.302585092994046
1,3,4095,62,77.3169899,28.6604475,39,650,4,0,0,0,2,3.0,2,0,1.791759469228055
1,3,642,62,77.3065439,28.6596325,23,500,4,0,1,0,2,3.6,5,2,5.529429087511423
1,3,1800,62,77.3065483,28.6594782,63,250,4,0,0,0,1,3.7,5,2,4.6443908991413725
1,3,3038,62,77.317158,28.6598763,41,250,4,0,0,0,1,3.8,5,2,4.143134726391533
1,3,3934,62,77.3160226,28.6632543,5,300,4,0,0,0,1,3.6,5,2,3.7612001156935624
1,3,675,62,77.3064428,28.6595978,24,350,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,960,62,77.3068152,28.6594371,13,500,4,0,0,0,2,0.0,4,3,0.6931471805599453
1,3,1113,62,77.3068421,28.6594206,4,100,4,0,0,0,1,0.0,4,3,0.0
1,3,1450,62,77.3181158,28.6640178,4,300,4,0,0,0,1,0.0,4,3,0.0
1,3,2030,62,77.3171146,28.6603594,63,100,4,0,0,0,1,0.0,4,3,0.0
1,3,2495,62,77.3180203,28.6636866,4,150,4,0,0,0,1,0.0,4,3,0.0
1,3,3793,62,77.3065417,28.6579247,17,300,4,0,0,0,1,0.0,4,3,0.0
1,3,4152,62,77.3065199,28.659426,60,400,4,0,0,0,1,0.0,4,3,1.0986122886681098
1,3,4204,62,77.3170268,28.6622024,5,500,4,0,0,0,2,0.0,4,3,0.0
1,3,4480,62,77.3062409,28.6595326,16,200,4,0,0,0,1,0.0,4,3,0.0
1,3,4698,62,77.3147803,28.6519961,4,250,4,0,0,0,1,0.0,4,3,0.0
1,3,2592,62,77.2243586,28.5625545,25,500,4,0,1,0,2,3.4,2,0,3.8918202981106265
1,3,3153,62,77.2242626,28.5625495,34,800,4,0,1,0,2,3.2,2,0,3.9512437185814275
1,3,3164,62,77.23196391,28.64244153,55,500,4,0,0,0,2,3.0,2,0,2.3978952727983707
1,3,1442,62,77.231881,28.642415,23,250,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,23,62,77.1729156,28.6933274,23,350,4,0,1,0,1,2.8,2,0,2.0794415416798357
1,3,78,62,77.1731452,28.6927118,53,200,4,0,0,0,1,2.8,2,0,3.1780538303479458
1,3,943,62,77.1664456,28.6849156,41,600,4,0,0,0,2,3.4,2,0,2.995732273553991
1,3,1150,62,77.1763302,28.6976846,4,200,4,0,0,0,1,3.2,2,0,2.772588722239781
1,3,1591,62,77.1714778,28.6931895,4,200,4,0,0,0,1,3.0,2,0,2.3978952727983707
1,3,2621,62,77.1727344,28.6938333,17,400,4,0,0,0,1,2.7,2,0,2.8903717578961645
1,3,2810,62,77.1664456,28.6848261,63,200,4,0,1,0,1,3.4,2,0,4.912654885736052
1,3,3178,62,77.1730055,28.6874254,50,450,4,0,0,0,1,3.0,2,0,1.791759469228055
1,3,3672,62,77.1716576,28.6929381,17,300,4,0,0,0,1,3.2,2,0,4.31748811353631
1,3,3823,62,77.1767631,28.6812819,44,500,4,0,0,0,2,3.0,2,0,1.6094379124341003
1,3,4330,62,77.1731558,28.6931964,41,700,4,0,0,0,2,3.0,2,0,2.0794415416798357
1,3,4330,62,77.1736345,28.6873066,40,650,4,0,0,0,2,3.2,2,0,3.1354942159291497
1,3,4512,62,77.1855851,28.6738532,6,300,4,0,0,0,1,3.1,2,0,2.302585092994046
1,3,2198,62,77.1731852,28.6933532,49,700,4,0,1,0,2,3.5,5,2,5.2574953720277815
1,3,36,62,77.1724219,28.6940223,16,300,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,141,62,77.1731402,28.6870353,49,500,4,0,0,0,2,0.0,4,3,0.0
1,3,336,62,77.1736822,28.6872769,50,700,4,0,0,0,2,0.0,4,3,0.0
1,3,501,62,77.1808229,28.6720536,26,500,4,0,0,0,2,0.0,4,3,0.6931471805599453
1,3,528,62,77.1685277,28.687879,36,100,4,0,0,0,1,0.0,4,3,1.0986122886681098
1,3,1211,62,77.1730688,28.6872543,57,400,4,0,0,0,1,0.0,4,3,0.0
1,3,1978,62,77.1728262,28.687261,57,300,4,0,0,0,1,0.0,4,3,0.6931471805599453
1,3,2012,62,77.1808229,28.6720536,41,550,4,0,0,0,2,0.0,4,3,1.3862943611198906
1,3,2220,62,77.1722866,28.6942521,8,400,4,0,0,0,1,0.0,4,3,1.3862943611198906
1,3,2585,62,77.18,28.67,37,150,4,0,0,0,1,0.0,4,3,0.0
1,3,2919,62,77.172323,28.694039,31,250,4,0,0,0,1,0.0,4,3,0.0
1,3,3227,62,77.1809128,28.6703604,26,400,4,0,1,0,1,0.0,4,3,0.6931471805599453
1,3,3266,62,77.1724663,28.6802986,40,200,4,0,0,0,1,0.0,4,3,0.0
1,3,4562,62,77.1732301,28.6873126,23,100,4,0,0,0,1,0.0,4,3,0.0
1,3,917,62,77.1723764,28.6939921,36,100,4,0,0,0,1,2.4,3,4,2.772588722239781
1,3,3152,62,77.1780375,28.6929229,34,1000,4,0,1,0,3,3.4,2,0,3.58351893845611
1,3,3509,62,77.1779476,28.693362,62,600,4,0,1,0,2,2.7,2,0,5.631211781821365
1,3,4642,62,77.1795361,28.6960643,41,350,4,0,1,0,1,2.6,2,0,4.962844630259907
1,3,4670,62,77.1782172,28.693567,43,550,4,0,1,0,2,2.5,2,0,3.7376696182833684
1,3,499,62,77.1780375,28.6929229,37,250,4,0,0,0,1,3.5,5,2,3.367295829986474
1,3,3045,62,77.1799506,28.6965655,40,200,4,0,0,0,1,3.7,5,2,4.882801922586371
1,3,3342,62,77.1855035,28.680204,63,200,4,0,0,0,1,3.9,5,2,4.820281565605037
1,3,3487,62,77.1794162,28.6961906,41,500,4,0,1,0,2,3.5,5,2,4.477336814478207
1,3,288,62,77.177678,28.6923511,40,300,4,0,0,0,1,3.0,2,0,4.3694478524670215
1,3,362,62,77.1781273,28.6919464,49,500,4,0,0,0,2,3.1,2,0,2.3978952727983707
1,3,751,62,77.1778577,28.691831,4,300,4,0,0,0,1,3.3,2,0,3.295836866004329
1,3,1349,62,77.1778168,28.6924171,55,700,4,0,0,0,2,3.2,2,0,4.624972813284271
1,3,3265,62,77.1780375,28.6924751,49,600,4,0,0,0,2,3.3,2,0,3.5553480614894135
1,3,4208,62,77.1674237,28.6849542,4,500,4,0,0,0,2,3.3,2,0,2.5649493574615367
1,3,358,62,77.1780492,28.6924851,39,750,4,0,0,0,2,3.6,5,2,3.5553480614894135
1,3,4504,62,77.1780375,28.6924751,49,600,4,0,0,0,2,3.5,5,2,3.4657359027997265
1,3,479,62,77.2319679,28.6295216,52,550,4,0,0,0,2,3.2,2,0,4.2626798770413155
1,3,678,62,77.22546157,28.62981784,13,450,4,0,0,0,1,2.9,2,0,1.6094379124341003
